azim,zen,trrot,aoi,truetrack,backtrack
243.0451233,93.93483574,65.13350728,39.59614815,65.13350728,0
234.9054946,105.3344352,65.13350728,53.43796248,65.13350728,0
224.7273973,115.5087629,65.13350728,67.37085492,65.13350728,0
211.7906512,123.7722294,65.13350728,81.24934985,65.13350728,0
195.7825821,129.1722333,65.13350728,90,65.13350728,0
177.6862062,130.7508592,-84.86649272,90,-84.86649272,0
159.9204239,128.1560389,-84.86649272,77.81520115,-84.86649272,0
144.6460632,121.9470606,-84.86649272,63.94156078,-84.86649272,0
132.4477901,113.1287599,-84.86649272,50.31450466,-84.86649272,0
122.8382738,102.5962448,-84.86649272,37.31218798,-84.86649272,0
115.0862054,90.96699789,-84.86649272,25.98367786,-84.86649272,0
108.5533033,78.55258626,-78.67231558,18.62500557,-78.67231558,0
102.7205801,65.80284707,-65.70110772,12.51587483,-65.70110772,0
97.09818808,52.73383232,-52.71837322,7.003063107,-52.71837322,0
91.01837288,39.49472572,-39.52787394,2.375214265,-39.52787394,0
82.94006045,26.23798644,-26.02925526,1.103195812,-26.02925526,0
66.02972496,13.39498271,-12.24054727,3.212461097,-12.24054727,0
344.1895213,6.284593921,1.712881271,3.807923109,1.712881271,0
287.9418009,16.44478682,15.64387713,2.847045752,15.64387713,0
274.777861,29.48595031,29.37421475,0.398686079,29.37421475,0
267.4549337,42.76183573,42.80135721,3.371460869,42.80135721,0
261.5786149,55.97726313,55.93582776,8.230090516,55.93582776,0
255.9595141,68.99211265,27.23335522,43.52432331,65.13350728,37.90015206
250.0058793,81.63745286,27.23335522,57.11691659,65.13350728,37.90015206
243.2331834,93.94729589,65.13350728,39.48029691,65.13350728,0
235.0972539,105.3696395,65.13350728,53.34127459,65.13350728,0
224.9237084,115.5730945,65.13350728,67.29041447,65.13350728,0
211.9832163,123.8722252,65.13350728,81.18476804,65.13350728,0
195.9482818,129.3108052,65.13350728,90,65.13350728,0
177.793738,130.9215407,-84.86649272,90,-84.86649272,0
159.9560385,128.3432524,-84.86649272,77.8955628,-84.86649272,0
144.6228641,122.1355409,-84.86649272,64.00347098,-84.86649272,0
132.3865736,113.3099427,-84.86649272,50.35256983,-84.86649272,0
122.7534646,102.7672042,-84.86649272,37.31447211,-84.86649272,0
114.9844459,91.12762994,-84.86649272,25.92381214,-84.86649272,0
108.435538,78.7029006,-78.83394279,18.51342748,-78.83394279,0
102.5832211,65.94610261,-65.85466805,12.39859743,-65.85466805,0
96.93233876,52.871329,-52.86247623,6.876985892,-52.86247623,0
90.80576496,39.62931619,-39.66085099,2.238112439,-39.66085099,0
82.64105915,26.37574733,-26.14868252,1.252461489,-26.14868252,0
65.57789732,13.55478244,-12.34364551,3.373787372,-12.34364551,0
345.3326155,6.428428293,1.62845785,3.979993011,1.62845785,0
288.6191657,16.43981218,15.57923183,3.027644426,15.57923183,0
275.1640673,29.45838514,29.32879532,0.585239551,29.32879532,0
267.7348688,42.73281969,42.77310893,3.181327906,42.77310893,0
261.809093,55.95387849,55.92167012,8.03817789,55.92167012,0
256.1653651,68.97858387,27.23335522,43.47091047,65.13350728,37.90015206
250.2008031,81.63750923,27.23335522,57.07369544,65.13350728,37.90015206
243.4259241,93.96521792,65.13350728,39.36593871,65.13350728,0
235.2931952,105.4107013,65.13350728,53.24681472,65.13350728,0
225.1235214,115.6437352,65.13350728,67.21273557,65.13350728,0
212.1780881,123.9789626,65.13350728,81.12341404,65.13350728,0
196.1141783,129.4563384,65.13350728,90,65.13350728,0
177.8985325,131.0988843,-84.86649272,90,-84.86649272,0
159.9862741,128.5361929,-84.86649272,77.97350865,-84.86649272,0
144.5928877,122.3284843,-84.86649272,64.0624452,-84.86649272,0
132.3182026,113.4943784,-84.86649272,50.38712806,-84.86649272,0
122.6615415,102.9404261,-84.86649272,37.31253652,-84.86649272,0
114.8756397,91.28976556,-84.86649272,25.85868964,-84.86649272,0
108.3106259,78.85412825,-78.99644972,18.3946016,-78.99644972,0
102.438321,66.08991062,-66.00891712,12.27409245,-66.00891712,0
96.75809697,53.00916445,-53.00690043,6.743691447,-53.00690043,0
90.5831318,39.76425152,-39.79363969,2.093817463,-39.79363969,0
82.32886762,26.51426829,-26.26728529,1.40885355,-26.26728529,0
65.10681057,13.71686295,-12.44518729,3.542103726,-12.44518729,0
346.4193683,6.581831232,1.546365087,4.158831808,1.546365087,0
289.3148474,16.44206269,15.51766657,3.214710826,15.51766657,0
275.5625029,29.43629891,29.28712305,0.777906211,29.28712305,0
268.0235721,42.70877995,42.74916432,2.985448141,42.74916432,0
262.0464832,55.93536808,55.91226555,7.840851541,55.91226555,0
256.3770315,68.9700107,27.23335522,43.42162506,65.13350728,37.90015206
250.4008357,81.64267903,27.23335522,57.03464447,65.13350728,37.90015206
243.6232569,93.9886093,65.13350728,39.2532182,65.13350728,0
235.4932413,105.4576092,65.13350728,53.15469212,65.13350728,0
225.3267732,115.7206555,65.13350728,67.13789987,65.13350728,0
212.3752188,124.092397,65.13350728,81.06534552,65.13350728,0
196.280228,129.6087772,65.13350728,90,65.13350728,0
178.0005282,131.2828225,-84.86649272,90,-84.86649272,0
160.0110563,128.7347763,-84.86649272,78.0489967,-84.86649272,0
144.5560766,122.525793,-84.86649272,64.11846635,-84.86649272,0
132.2426527,113.6819647,-84.86649272,50.41819201,-84.86649272,0
122.562511,103.1158123,-84.86649272,37.30643062,-84.86649272,0
114.7598184,91.45331638,-84.86649272,25.78839438,-84.86649272,0
108.1786204,79.00619295,-79.15972549,18.26856648,-79.15972549,0
102.2859567,66.23421113,-66.1637576,12.14240274,-66.1637576,0
96.57557197,53.14729726,-53.15155952,6.603228341,-53.15155952,0
90.35064127,39.89951394,-39.92616319,1.942384393,-39.92616319,0
82.00380489,26.65356449,-26.38499497,1.572310167,-26.38499497,0
64.61746888,13.8812736,-12.54511129,3.717341574,-12.54511129,0
347.4488286,6.744541802,1.466657309,4.344364431,1.466657309,0
290.0277034,16.45173344,15.45922816,3.40816398,15.45922816,0
275.9728206,29.4198271,29.24923613,0.97660017,29.24923613,0
268.3208461,42.68981202,42.72955171,2.783911049,42.72955171,0
262.2906413,55.92179967,55.90763173,7.638203066,55.90763173,0
256.5943955,68.96643838,27.23335522,43.37657743,65.13350728,37.90015206
250.6058751,81.65298674,27.23335522,56.99984143,65.13350728,37.90015206
243.8250916,94.0174754,65.13350728,39.14228289,65.13350728,0
235.6973139,105.5103493,65.13350728,53.06501702,65.13350728,0
225.5334002,115.8038234,65.13350728,67.0659889,65.13350728,0
212.5745603,124.2124817,65.13350728,81.01061938,65.13350728,0
196.4463866,129.7680637,65.13350728,90,65.13350728,0
178.0996619,131.473285,-84.86649272,90,-84.86649272,0
160.0303084,128.9389154,-84.86649272,78.1219858,-84.86649272,0
144.5123734,122.7273657,-84.86649272,64.17151868,-84.86649272,0
132.1599006,113.8725965,-84.86649272,50.44577617,-84.86649272,0
122.4563816,103.2932628,-84.86649272,37.29620629,-84.86649272,0
114.637016,91.61819266,-84.86649272,25.71301375,-84.86649272,0
108.0395776,79.15901773,-79.3236588,18.13536393,-79.3236588,0
102.1262078,66.3789441,-66.31909178,12.00357428,-66.31909178,0
96.38487537,53.28568651,-53.29636685,6.455648256,-53.29636685,0
90.10846326,40.03508673,-40.05834445,1.783871371,-40.05834445,0
81.66619081,26.79365254,-26.50174281,1.742766427,-26.50174281,0
64.11085712,14.04806435,-12.64335622,3.899429243,-12.64335622,0
348.4206729,6.916293697,1.389388644,4.53651272,1.389388644,0
290.7565207,16.46901234,15.40396299,3.607919837,15.40396299,0
276.3946497,29.40910371,29.21517197,1.181232515,29.21517197,0
268.6264817,42.67601033,42.71429827,2.576809014,42.71429827,0
262.5414166,55.91323977,55.90778479,7.430326814,55.90778479,0
256.8173349,68.96791064,27.23335522,43.33587797,65.13350728,37.90015206
250.8158159,81.668455,27.23335522,56.96936336,65.13350728,37.90015206
244.0313355,94.05181968,65.13350728,39.03328379,65.13350728,0
235.9053328,105.5689056,65.13350728,52.97790111,65.13350728,0
225.7433371,115.8932048,65.13350728,66.99708462,65.13350728,0
212.7760632,124.3391672,65.13350728,80.95929223,65.13350728,0
196.6126081,129.9341369,65.13350728,90,65.13350728,0
178.1958678,131.6701984,-84.86649272,90,-84.86649272,0
160.0439516,129.148519,-84.86649272,78.19243509,-84.86649272,0
144.4617197,122.9330971,-84.86649272,64.22158731,-84.86649272,0
132.0699243,114.0661652,-84.86649272,50.46989646,-84.86649272,0
122.343164,103.4726746,-84.86649272,37.28191748,-84.86649272,0
114.5072691,91.78430261,-84.86649272,25.63263843,-84.86649272,0
107.8935562,79.31252425,-79.48813729,17.99503923,-79.48813729,0
101.9591562,66.52404871,-66.47482094,11.85765648,-66.47482094,0
96.18612132,53.42429104,-53.44123489,6.301006231,-53.44123489,0
89.85677,40.17095342,-40.19010563,1.618339899,-40.19010563,0
81.31634652,26.93454967,-26.61745949,1.920154027,-26.61745949,0
63.58794106,14.21728463,-12.73986033,4.088291622,-12.73986033,0
349.3351206,7.096818063,1.314613455,4.735195034,1.314613455,0
291.5000191,16.49407913,15.35191737,3.813890859,15.35191737,0
276.8275954,29.40426103,29.18496755,1.391710889,29.18496755,0
268.9402585,42.66746826,42.70343033,2.36423776,42.70343033,0
262.7986512,55.90975381,55.91273956,7.217320309,55.91273956,0
257.0457224,68.97446995,27.23335522,43.29963721,65.13350728,37.90015206
251.0305491,81.68910475,27.23335522,56.94328676,65.13350728,37.90015206
244.2418933,94.0916438,65.13350728,38.92637554,65.13350728,0
236.1172156,105.6332601,65.13350728,52.8934578,65.13350728,0
225.9565171,115.988763,65.13350728,66.9312696,65.13350728,0
212.9796766,124.4724014,65.13350728,80.91142057,65.13350728,0
196.7788443,130.106933,65.13350728,90,65.13350728,0
178.2890768,131.8734856,-84.86649272,90,-84.86649272,0
160.0519043,129.3634916,-84.86649272,78.26030373,-84.86649272,0
144.4040567,123.1428776,-84.86649272,64.26865793,-84.86649272,0
131.972703,114.2625581,-84.86649272,50.49056991,-84.86649272,0
122.2228712,103.6539416,-84.86649272,37.26362005,-84.86649272,0
114.3706168,91.95155217,-84.86649272,25.54736231,-84.86649272,0
107.7406177,79.46663256,-79.65304746,17.84764113,-79.65304746,0
101.7848868,66.66946318,-66.63084526,11.7047021,-66.63084526,0
95.97942648,53.56306927,-53.58607508,6.139360633,-53.58607508,0
89.59573589,40.30709758,-40.32136803,1.445854812,-40.32136803,0
80.95459415,27.07627331,-26.73207489,2.104401303,-26.73207489,0
63.04966664,14.38898269,-12.83456129,4.283850196,-12.83456129,0
